task_id,task_name,estimated_duration_minutes,deadline,priority_level,cognitive_load,prerequisites
TASK_0001,Data Structure and Algorithm 2,240,2026-04-17 08:16:44,High,6.3,[]
TASK_0002,Fundametal Programming 3,30,2026-03-25 06:17:33,Low,7.8,[]
TASK_0003,Introduction to Artificial Intelligence 2,150,2026-04-19 10:36:35,High,2.5,[]
TASK_0004,Database 5,30,2026-04-22 16:19:32,Low,5.6,[]
TASK_0005,Mobile App Development 5,60,2026-04-05 20:23:13,Medium,2.9,['TASK_0002']
TASK_0006,Digital System 5,150,2026-04-10 05:31:11,Low,9.5,[]
TASK_0007,Introduction to Artificial Intelligence 4,150,2026-04-13 19:21:28,Low,1.1,[]
TASK_0008,Philosophy Reading 3,150,2026-03-26 03:27:13,Medium,9.5,[]
TASK_0009,Data Structure and Algorithm 4,30,2026-03-26 20:55:12,High,8.4,[]
TASK_0010,Calculus I 4,120,2026-04-14 02:55:03,Low,2.1,"['TASK_0001', 'TASK_0009']"
TASK_0011,Data Structure and Algorithm 1,240,2026-04-20 02:18:31,High,1.1,[]
TASK_0012,Introduction to Artificial Intelligence 3,150,2026-03-30 22:46:59,Low,5.0,"['TASK_0006', 'TASK_0009', 'TASK_0007']"
TASK_0013,Computer Architecture Lab 2,240,2026-04-22 07:41:59,Medium,5.4,[]
TASK_0014,Introduction to Artificial Intelligence 4,180,2026-04-03 14:15:14,Low,4.2,"['TASK_0006', 'TASK_0004']"
TASK_0015,Computer Architecture Lab 1,90,2026-04-15 02:24:24,High,2.1,[]
TASK_0016,Computer Architecture Lab 4,45,2026-03-31 03:10:14,High,7.8,[]
TASK_0017,Physics Experiment 4,240,2026-04-22 12:29:33,High,5.8,[]
TASK_0018,Data Structure and Algorithm 4,180,2026-03-26 17:32:28,High,6.0,"['TASK_0005', 'TASK_0003', 'TASK_0001']"
TASK_0019,Digital System 2,90,2026-04-22 21:39:17,High,8.9,['TASK_0017']
TASK_0020,Data Structure and Algorithm 5,150,2026-04-09 16:17:50,Medium,1.9,[]
TASK_0021,Calculus I 4,60,2026-04-10 09:16:59,Low,8.7,[]
TASK_0022,Physics Experiment 1,45,2026-04-05 04:48:38,Low,6.2,[]
TASK_0023,Digital System 4,90,2026-03-27 14:30:34,High,3.3,[]
TASK_0024,Physics Experiment 3,30,2026-04-16 22:45:58,Medium,9.4,"['TASK_0018', 'TASK_0013', 'TASK_0015']"
TASK_0025,Physics Experiment 2,90,2026-04-10 13:10:10,Medium,1.8,[]
TASK_0026,Digital System 1,60,2026-04-19 06:48:56,Medium,5.7,[]
TASK_0027,Digital System 2,240,2026-03-26 09:49:00,Medium,2.8,[]
TASK_0028,Database 3,60,2026-03-29 12:56:36,Low,1.2,[]
TASK_0029,Introduction to Artificial Intelligence 2,90,2026-04-15 14:26:38,Medium,9.8,[]
TASK_0030,Digital System 3,45,2026-03-27 18:52:13,Medium,2.3,[]
TASK_0031,Calculus I 1,60,2026-04-04 22:27:56,Low,1.9,"['TASK_0023', 'TASK_0027', 'TASK_0028']"
TASK_0032,Mobile App Development 3,150,2026-04-18 07:52:59,High,5.5,"['TASK_0007', 'TASK_0016', 'TASK_0028']"
TASK_0033,Data Structure and Algorithm 3,240,2026-04-05 17:20:46,Medium,5.0,[]
TASK_0034,Introduction to Artificial Intelligence 3,45,2026-04-01 09:04:53,Medium,1.2,[]
TASK_0035,Fundametal Programming 1,150,2026-04-19 06:52:09,Medium,2.9,"['TASK_0007', 'TASK_0033', 'TASK_0026']"
TASK_0036,Data Structure and Algorithm 4,240,2026-04-01 06:04:35,Medium,8.5,['TASK_0035']
TASK_0037,Calculus I 1,45,2026-04-12 08:58:52,Medium,1.2,[]
TASK_0038,Physics Experiment 4,180,2026-04-03 22:35:14,Medium,6.3,[]
TASK_0039,Computer Architecture Lab 2,30,2026-04-13 04:00:56,High,5.2,[]
TASK_0040,Data Structure and Algorithm 1,60,2026-04-11 17:29:37,Low,4.1,[]
TASK_0041,Fundametal Programming 1,30,2026-04-23 16:24:38,Low,7.3,[]
TASK_0042,Data Structure and Algorithm 3,180,2026-04-03 10:14:32,High,8.7,[]
TASK_0043,Introduction to Artificial Intelligence 2,45,2026-04-05 02:34:49,Low,3.1,[]
TASK_0044,Mobile App Development 5,150,2026-04-22 07:50:59,Medium,2.2,[]
TASK_0045,Digital System 3,150,2026-04-15 21:20:56,Low,1.9,[]
TASK_0046,Philosophy Reading 5,120,2026-04-09 20:50:11,Medium,7.8,[]
TASK_0047,Fundametal Programming 5,45,2026-04-18 06:33:13,Low,7.9,"['TASK_0014', 'TASK_0017']"
TASK_0048,Calculus I 5,120,2026-04-05 20:52:06,Medium,5.8,['TASK_0014']
TASK_0049,Introduction to Artificial Intelligence 2,180,2026-03-27 09:36:48,Low,3.6,"['TASK_0026', 'TASK_0046']"
TASK_0050,Fundametal Programming 3,90,2026-04-05 21:08:35,High,1.6,[]
TASK_0051,Fundametal Programming 3,30,2026-04-19 11:30:14,Low,4.2,['TASK_0039']
TASK_0052,Mobile App Development 4,240,2026-04-13 10:19:08,Medium,9.1,['TASK_0046']
TASK_0053,Physics Experiment 4,120,2026-04-05 03:16:44,Low,6.4,[]
TASK_0054,Calculus I 4,90,2026-03-29 13:00:43,Medium,3.3,[]
TASK_0055,Database 5,60,2026-04-15 18:54:47,Medium,6.5,"['TASK_0018', 'TASK_0019']"
TASK_0056,Mobile App Development 4,180,2026-04-21 15:16:51,Medium,1.2,['TASK_0033']
TASK_0057,Data Structure and Algorithm 5,240,2026-04-22 00:44:58,Low,6.1,[]
TASK_0058,Digital System 4,90,2026-04-11 20:46:05,Medium,2.7,[]
TASK_0059,Fundametal Programming 2,90,2026-03-31 01:45:21,Low,5.9,[]
TASK_0060,Physics Experiment 3,120,2026-04-01 14:26:12,Low,2.9,[]
TASK_0061,Philosophy Reading 1,30,2026-04-21 22:02:23,Low,1.4,[]
TASK_0062,Digital System 5,45,2026-04-04 08:15:57,Low,3.5,"['TASK_0002', 'TASK_0045']"
TASK_0063,Fundametal Programming 5,240,2026-04-06 21:40:24,High,2.4,"['TASK_0054', 'TASK_0005', 'TASK_0061']"
TASK_0064,Data Structure and Algorithm 2,60,2026-04-04 07:34:56,Low,9.4,[]
TASK_0065,Physics Experiment 1,90,2026-04-17 13:22:57,High,4.2,[]
TASK_0066,Database 1,120,2026-04-11 00:52:06,Medium,8.2,[]
TASK_0067,Physics Experiment 1,90,2026-04-11 07:39:43,High,1.3,[]
TASK_0068,Digital System 4,150,2026-03-30 02:02:57,Low,5.2,"['TASK_0041', 'TASK_0019', 'TASK_0040']"
TASK_0069,Fundametal Programming 4,45,2026-03-25 06:45:36,High,9.4,[]
TASK_0070,Mobile App Development 2,60,2026-04-23 14:56:00,High,5.0,[]
TASK_0071,Database 1,240,2026-04-18 13:41:22,Medium,2.2,[]
TASK_0072,Fundametal Programming 1,240,2026-04-18 19:43:32,Low,8.2,[]
TASK_0073,Data Structure and Algorithm 5,180,2026-03-27 07:22:53,Medium,5.5,[]
TASK_0074,Data Structure and Algorithm 3,120,2026-03-30 07:23:26,Low,3.3,[]
TASK_0075,Calculus I 4,60,2026-04-02 06:42:07,High,1.5,"['TASK_0028', 'TASK_0008', 'TASK_0048']"
TASK_0076,Fundametal Programming 4,180,2026-04-14 04:52:49,High,6.0,[]
TASK_0077,Mobile App Development 2,90,2026-04-20 13:45:08,High,4.5,[]
TASK_0078,Philosophy Reading 5,90,2026-04-20 00:11:03,High,2.5,[]
TASK_0079,Computer Architecture Lab 2,45,2026-03-25 18:14:52,Medium,3.6,[]
TASK_0080,Fundametal Programming 5,120,2026-04-03 06:43:23,Low,4.6,[]
TASK_0081,Calculus I 1,30,2026-04-07 00:19:59,High,6.1,['TASK_0068']
TASK_0082,Philosophy Reading 2,60,2026-04-16 10:39:37,Medium,3.4,[]
TASK_0083,Computer Architecture Lab 3,120,2026-04-18 00:00:54,Low,6.9,[]
TASK_0084,Digital System 5,150,2026-04-20 11:19:10,Low,7.2,[]
TASK_0085,Mobile App Development 1,180,2026-04-15 00:47:10,Medium,5.2,[]
TASK_0086,Philosophy Reading 1,60,2026-04-13 09:33:41,High,4.8,"['TASK_0026', 'TASK_0043', 'TASK_0060']"
TASK_0087,Introduction to Artificial Intelligence 4,60,2026-03-25 23:47:19,High,2.1,[]
TASK_0088,Database 5,180,2026-03-25 09:09:33,Medium,9.0,[]
TASK_0089,Mobile App Development 4,120,2026-04-18 07:58:14,High,3.3,['TASK_0059']
TASK_0090,Physics Experiment 4,240,2026-04-04 08:29:33,Low,6.3,['TASK_0057']
TASK_0091,Mobile App Development 1,30,2026-04-09 08:03:37,High,2.0,"['TASK_0082', 'TASK_0042', 'TASK_0001']"
TASK_0092,Data Structure and Algorithm 1,180,2026-04-07 11:10:24,High,1.8,[]
TASK_0093,Data Structure and Algorithm 4,240,2026-03-30 01:39:11,Medium,4.1,[]
TASK_0094,Calculus I 1,150,2026-04-08 17:42:44,High,8.0,"['TASK_0062', 'TASK_0024', 'TASK_0073']"
TASK_0095,Calculus I 3,45,2026-04-21 11:07:26,High,8.2,[]
TASK_0096,Calculus I 3,150,2026-04-19 01:19:56,Low,6.1,"['TASK_0013', 'TASK_0041', 'TASK_0039']"
TASK_0097,Digital System 3,120,2026-04-03 18:12:18,Low,3.9,[]
TASK_0098,Introduction to Artificial Intelligence 3,240,2026-04-18 14:59:53,High,1.2,[]
TASK_0099,Database 3,240,2026-04-02 20:09:56,High,8.5,[]
TASK_0100,Fundametal Programming 4,180,2026-04-07 18:37:34,High,5.9,[]
TASK_0101,Mobile App Development 1,240,2026-04-10 20:22:55,High,2.1,[]
TASK_0102,Computer Architecture Lab 4,180,2026-03-29 13:51:27,Medium,2.5,[]
TASK_0103,Introduction to Artificial Intelligence 5,180,2026-04-16 07:17:33,Low,7.8,[]
TASK_0104,Computer Architecture Lab 1,60,2026-03-25 09:53:57,Medium,9.1,[]
TASK_0105,Philosophy Reading 3,45,2026-04-11 00:33:25,Low,9.0,[]
TASK_0106,Data Structure and Algorithm 2,60,2026-04-10 12:07:57,Medium,2.0,[]
TASK_0107,Mobile App Development 3,240,2026-04-08 05:59:19,Medium,8.9,"['TASK_0091', 'TASK_0041', 'TASK_0073']"
TASK_0108,Philosophy Reading 5,90,2026-04-09 01:42:00,Low,4.5,"['TASK_0026', 'TASK_0048', 'TASK_0037']"
TASK_0109,Computer Architecture Lab 1,60,2026-04-17 16:46:53,High,6.6,[]
TASK_0110,Fundametal Programming 1,240,2026-04-04 16:04:37,High,7.1,[]
TASK_0111,Calculus I 2,45,2026-03-26 08:11:26,Medium,7.0,"['TASK_0012', 'TASK_0074', 'TASK_0047']"
TASK_0112,Introduction to Artificial Intelligence 4,150,2026-04-08 22:36:42,Low,9.5,[]
TASK_0113,Computer Architecture Lab 4,90,2026-04-08 18:29:53,High,1.7,"['TASK_0085', 'TASK_0048']"
TASK_0114,Physics Experiment 1,30,2026-04-16 11:03:51,High,2.6,[]
TASK_0115,Physics Experiment 1,120,2026-04-08 16:31:16,Low,8.2,[]
TASK_0116,Philosophy Reading 4,180,2026-04-04 06:59:27,Medium,8.4,[]
TASK_0117,Database 2,120,2026-04-12 18:17:45,High,9.8,"['TASK_0014', 'TASK_0017']"
TASK_0118,Digital System 4,150,2026-04-18 15:19:33,Low,7.0,['TASK_0104']
TASK_0119,Introduction to Artificial Intelligence 3,45,2026-04-02 23:50:24,Low,6.3,[]
TASK_0120,Philosophy Reading 1,240,2026-04-12 06:16:41,High,1.6,['TASK_0116']
TASK_0121,Fundametal Programming 1,150,2026-04-15 10:56:15,High,6.0,[]
TASK_0122,Computer Architecture Lab 4,150,2026-04-23 06:07:14,Low,5.7,"['TASK_0094', 'TASK_0109', 'TASK_0037']"
TASK_0123,Physics Experiment 2,240,2026-03-29 04:18:19,Medium,8.7,[]
TASK_0124,Physics Experiment 4,30,2026-04-10 11:40:25,Medium,4.4,"['TASK_0090', 'TASK_0012', 'TASK_0077']"
TASK_0125,Physics Experiment 3,120,2026-04-02 06:15:24,Low,2.9,['TASK_0055']
TASK_0126,Database 4,180,2026-04-08 21:08:56,Low,6.4,['TASK_0016']
TASK_0127,Digital System 3,60,2026-04-23 05:12:39,Medium,8.5,[]
TASK_0128,Digital System 2,240,2026-04-23 06:24:51,Low,9.8,"['TASK_0060', 'TASK_0003', 'TASK_0055']"
TASK_0129,Calculus I 1,120,2026-04-22 10:11:48,High,9.3,[]
TASK_0130,Computer Architecture Lab 1,150,2026-04-15 18:59:03,Low,4.4,[]
TASK_0131,Data Structure and Algorithm 2,120,2026-04-12 13:04:15,High,3.1,[]
TASK_0132,Data Structure and Algorithm 4,150,2026-04-17 06:53:13,High,1.0,[]
TASK_0133,Database 5,150,2026-04-15 20:52:25,High,8.5,"['TASK_0016', 'TASK_0009', 'TASK_0034']"
TASK_0134,Physics Experiment 3,150,2026-03-30 09:07:05,High,7.4,[]
TASK_0135,Data Structure and Algorithm 1,150,2026-04-10 18:54:17,Low,2.3,[]
TASK_0136,Introduction to Artificial Intelligence 3,150,2026-04-22 22:54:01,Low,3.7,"['TASK_0120', 'TASK_0026']"
TASK_0137,Fundametal Programming 4,90,2026-04-19 18:37:35,Low,7.6,[]
TASK_0138,Introduction to Artificial Intelligence 1,240,2026-04-08 01:50:46,High,5.5,[]
TASK_0139,Data Structure and Algorithm 2,60,2026-04-12 15:10:12,Medium,6.4,[]
TASK_0140,Philosophy Reading 3,90,2026-03-24 23:47:19,Low,10.0,[]
TASK_0141,Digital System 5,30,2026-03-27 04:35:57,Low,9.8,[]
TASK_0142,Database 2,30,2026-03-25 14:12:36,Medium,1.8,['TASK_0083']
TASK_0143,Philosophy Reading 1,120,2026-04-04 02:09:51,Low,7.9,[]
TASK_0144,Philosophy Reading 4,120,2026-04-19 21:03:49,High,4.2,"['TASK_0048', 'TASK_0078']"
TASK_0145,Philosophy Reading 5,30,2026-04-19 02:21:22,High,5.1,[]
TASK_0146,Calculus I 4,90,2026-03-30 00:53:30,Low,2.9,[]
TASK_0147,Introduction to Artificial Intelligence 2,240,2026-04-10 04:13:20,High,1.8,"['TASK_0129', 'TASK_0084']"
TASK_0148,Data Structure and Algorithm 2,60,2026-04-08 16:46:56,Low,2.5,[]
TASK_0149,Physics Experiment 3,180,2026-04-11 20:40:16,High,8.7,[]
TASK_0150,Data Structure and Algorithm 5,90,2026-04-04 22:30:34,Low,4.0,"['TASK_0075', 'TASK_0016']"
TASK_0151,Calculus I 1,90,2026-04-05 13:38:34,High,9.8,[]
TASK_0152,Digital System 1,150,2026-03-28 14:42:41,Medium,5.8,[]
TASK_0153,Database 3,60,2026-04-10 08:15:42,High,1.2,[]
TASK_0154,Physics Experiment 1,90,2026-04-11 17:22:04,Medium,5.4,"['TASK_0057', 'TASK_0137']"
TASK_0155,Computer Architecture Lab 3,45,2026-04-09 07:36:21,Medium,3.4,"['TASK_0154', 'TASK_0015']"
TASK_0156,Data Structure and Algorithm 5,180,2026-04-22 14:37:21,High,4.3,[]
TASK_0157,Introduction to Artificial Intelligence 1,120,2026-04-13 04:36:13,Low,1.2,"['TASK_0048', 'TASK_0086']"
TASK_0158,Introduction to Artificial Intelligence 5,60,2026-04-05 17:24:04,Low,3.3,[]
TASK_0159,Digital System 3,90,2026-04-03 01:46:28,Medium,9.6,[]
TASK_0160,Database 2,90,2026-04-17 21:30:39,Medium,1.3,[]
TASK_0161,Introduction to Artificial Intelligence 5,240,2026-04-17 00:22:09,High,9.7,[]
TASK_0162,Fundametal Programming 5,180,2026-04-17 04:22:26,Low,6.7,"['TASK_0072', 'TASK_0100']"
TASK_0163,Fundametal Programming 1,240,2026-04-09 16:09:23,High,3.0,[]
TASK_0164,Digital System 1,150,2026-03-28 18:11:01,High,6.0,[]
TASK_0165,Calculus I 1,120,2026-03-27 21:45:10,High,5.4,[]
TASK_0166,Digital System 3,60,2026-03-30 11:11:08,High,4.9,[]
TASK_0167,Physics Experiment 1,90,2026-04-22 02:57:09,Medium,7.0,[]
TASK_0168,Digital System 1,90,2026-04-01 00:31:25,Medium,5.0,[]
TASK_0169,Fundametal Programming 3,180,2026-04-18 15:38:48,Low,3.9,"['TASK_0006', 'TASK_0020', 'TASK_0034']"
TASK_0170,Fundametal Programming 4,45,2026-04-23 01:17:12,Medium,5.0,[]
TASK_0171,Introduction to Artificial Intelligence 2,120,2026-04-21 06:58:18,Medium,8.4,[]
TASK_0172,Digital System 1,180,2026-04-09 06:42:29,Low,3.9,[]
TASK_0173,Introduction to Artificial Intelligence 3,60,2026-03-24 22:06:35,Low,3.1,[]
TASK_0174,Database 3,60,2026-04-13 12:54:50,High,6.8,[]
TASK_0175,Introduction to Artificial Intelligence 1,60,2026-04-15 11:45:53,Medium,9.6,"['TASK_0034', 'TASK_0077', 'TASK_0009']"
TASK_0176,Fundametal Programming 5,150,2026-04-09 18:03:45,Medium,2.9,"['TASK_0081', 'TASK_0114', 'TASK_0169']"
TASK_0177,Computer Architecture Lab 3,45,2026-04-15 22:57:47,High,5.9,[]
TASK_0178,Computer Architecture Lab 3,150,2026-04-17 19:56:03,Low,6.3,[]
TASK_0179,Computer Architecture Lab 5,180,2026-04-09 17:29:22,Low,4.0,[]
TASK_0180,Digital System 5,240,2026-04-15 09:38:16,Medium,4.5,[]
TASK_0181,Data Structure and Algorithm 2,45,2026-03-30 04:00:02,Medium,3.3,[]
TASK_0182,Fundametal Programming 1,60,2026-04-01 04:44:45,Medium,6.2,[]
TASK_0183,Introduction to Artificial Intelligence 1,150,2026-04-09 08:39:33,Low,5.3,[]
TASK_0184,Mobile App Development 4,45,2026-04-01 01:17:57,Low,4.1,"['TASK_0075', 'TASK_0108', 'TASK_0045']"
TASK_0185,Calculus I 3,180,2026-04-10 01:37:54,High,3.0,[]
TASK_0186,Digital System 3,30,2026-04-22 12:54:35,Low,8.4,[]
TASK_0187,Calculus I 5,120,2026-04-14 10:03:43,High,2.2,[]
TASK_0188,Calculus I 3,120,2026-04-13 01:44:56,High,4.9,[]
TASK_0189,Fundametal Programming 2,240,2026-04-21 21:06:30,Medium,3.6,[]
TASK_0190,Digital System 2,90,2026-04-05 05:09:31,Medium,8.5,[]
TASK_0191,Calculus I 2,90,2026-03-29 02:50:34,Low,2.0,"['TASK_0017', 'TASK_0096', 'TASK_0169']"
TASK_0192,Calculus I 3,120,2026-04-12 00:42:11,High,3.3,[]
TASK_0193,Data Structure and Algorithm 4,60,2026-04-05 04:34:35,High,6.1,[]
TASK_0194,Philosophy Reading 1,60,2026-03-27 16:36:06,Medium,4.2,[]
TASK_0195,Fundametal Programming 2,60,2026-04-06 08:25:21,Medium,5.2,[]
TASK_0196,Fundametal Programming 5,120,2026-04-12 14:55:00,Low,6.1,[]
TASK_0197,Computer Architecture Lab 2,120,2026-04-16 11:24:39,High,5.6,[]
TASK_0198,Data Structure and Algorithm 5,60,2026-04-10 11:52:56,High,6.1,[]
TASK_0199,Calculus I 2,180,2026-04-07 21:19:36,Medium,9.1,[]
TASK_0200,Mobile App Development 2,60,2026-04-10 19:27:55,Low,7.4,[]
TASK_0201,Mobile App Development 1,150,2026-04-06 16:58:31,Medium,9.5,[]
TASK_0202,Fundametal Programming 1,240,2026-04-10 04:09:15,High,2.2,[]
TASK_0203,Database 4,60,2026-04-05 09:33:52,High,3.5,[]
TASK_0204,Mobile App Development 1,240,2026-04-05 23:52:39,High,3.1,"['TASK_0087', 'TASK_0062']"
TASK_0205,Introduction to Artificial Intelligence 1,45,2026-04-10 15:12:42,Low,1.6,"['TASK_0124', 'TASK_0021']"
TASK_0206,Data Structure and Algorithm 2,240,2026-04-01 07:13:20,Low,3.4,[]
TASK_0207,Philosophy Reading 3,150,2026-04-04 20:35:52,Medium,5.7,[]
TASK_0208,Fundametal Programming 4,240,2026-04-08 07:08:36,Medium,9.1,[]
TASK_0209,Data Structure and Algorithm 2,60,2026-04-17 12:17:14,High,6.6,"['TASK_0055', 'TASK_0130', 'TASK_0063']"
TASK_0210,Fundametal Programming 5,120,2026-04-22 16:40:53,Low,8.5,[]
TASK_0211,Introduction to Artificial Intelligence 1,180,2026-04-05 00:41:48,Medium,3.9,[]
TASK_0212,Data Structure and Algorithm 3,90,2026-04-19 10:52:39,Low,1.9,[]
TASK_0213,Mobile App Development 5,60,2026-04-07 19:59:51,Low,9.2,['TASK_0059']
TASK_0214,Mobile App Development 1,180,2026-03-26 15:50:56,Medium,4.1,"['TASK_0138', 'TASK_0121']"
TASK_0215,Mobile App Development 3,240,2026-04-22 16:41:52,High,9.3,[]
TASK_0216,Data Structure and Algorithm 3,90,2026-03-28 18:18:44,High,4.1,['TASK_0085']
TASK_0217,Introduction to Artificial Intelligence 2,60,2026-04-18 11:33:44,High,5.8,[]
TASK_0218,Calculus I 3,240,2026-04-14 20:25:47,Medium,7.2,[]
TASK_0219,Database 3,90,2026-04-16 07:35:43,Medium,9.4,[]
TASK_0220,Philosophy Reading 4,30,2026-04-02 12:25:21,High,1.5,[]
TASK_0221,Mobile App Development 4,150,2026-04-23 19:21:48,Medium,7.0,[]
TASK_0222,Digital System 4,45,2026-04-09 21:00:10,Medium,1.5,"['TASK_0152', 'TASK_0123', 'TASK_0122']"
TASK_0223,Introduction to Artificial Intelligence 3,30,2026-04-22 23:31:27,High,6.9,[]
TASK_0224,Physics Experiment 2,120,2026-04-17 09:35:18,Low,1.2,['TASK_0104']
TASK_0225,Computer Architecture Lab 3,120,2026-04-05 04:06:22,Low,1.2,['TASK_0070']
TASK_0226,Computer Architecture Lab 3,45,2026-04-17 01:54:03,Medium,7.0,[]
TASK_0227,Introduction to Artificial Intelligence 3,150,2026-04-01 21:53:33,High,6.9,[]
TASK_0228,Philosophy Reading 5,150,2026-03-28 18:00:37,Medium,5.3,[]
TASK_0229,Database 5,180,2026-04-21 00:08:28,Low,1.1,[]
TASK_0230,Computer Architecture Lab 5,90,2026-04-06 06:46:14,High,7.1,[]
TASK_0231,Computer Architecture Lab 3,90,2026-03-24 21:25:09,High,6.5,[]
TASK_0232,Physics Experiment 5,60,2026-03-31 00:16:24,Medium,3.6,[]
TASK_0233,Database 4,180,2026-03-28 11:46:39,High,7.0,"['TASK_0115', 'TASK_0100', 'TASK_0050']"
TASK_0234,Calculus I 3,180,2026-04-13 10:49:35,High,2.0,[]
TASK_0235,Introduction to Artificial Intelligence 1,150,2026-04-21 03:22:41,High,8.5,[]
TASK_0236,Database 5,150,2026-03-28 20:46:07,High,3.6,"['TASK_0117', 'TASK_0166', 'TASK_0170']"
TASK_0237,Computer Architecture Lab 4,240,2026-04-14 14:08:44,Medium,6.4,[]
TASK_0238,Digital System 1,45,2026-03-28 08:57:50,High,1.0,[]
TASK_0239,Calculus I 1,60,2026-04-08 18:02:42,High,5.5,[]
TASK_0240,Calculus I 5,90,2026-04-02 10:13:58,High,6.5,[]
TASK_0241,Physics Experiment 3,60,2026-04-16 10:15:50,Low,3.8,[]
TASK_0242,Fundametal Programming 5,90,2026-04-01 15:14:39,Low,2.0,"['TASK_0034', 'TASK_0181']"
TASK_0243,Philosophy Reading 2,90,2026-04-23 00:57:26,High,7.9,['TASK_0023']
TASK_0244,Database 2,180,2026-04-18 11:17:42,High,4.1,['TASK_0071']
TASK_0245,Database 3,150,2026-04-04 08:45:37,Medium,6.2,[]
TASK_0246,Fundametal Programming 4,180,2026-04-07 03:35:49,Medium,9.4,[]
TASK_0247,Physics Experiment 5,90,2026-04-04 11:59:16,High,7.8,[]
TASK_0248,Mobile App Development 3,30,2026-04-14 10:45:57,Medium,6.2,[]
TASK_0249,Introduction to Artificial Intelligence 2,120,2026-04-04 22:09:44,Medium,5.9,"['TASK_0134', 'TASK_0086']"
TASK_0250,Physics Experiment 4,30,2026-04-11 22:29:46,Low,4.5,"['TASK_0039', 'TASK_0249']"
