task_id,task_name,estimated_duration_minutes,deadline,priority_level,cognitive_load,prerequisites
TASK_0251,Philosophy Reading 3,90,2026-04-21 16:41:52,Medium,4.3,[]
TASK_0252,Database 1,60,2026-03-30 00:17:45,Low,6.7,[]
TASK_0253,Data Structure and Algorithm 3,60,2026-04-20 08:44:13,Low,8.8,[]
TASK_0254,Mobile App Development 4,45,2026-04-20 12:02:32,Low,1.4,[]
TASK_0255,Philosophy Reading 2,180,2026-04-05 01:11:10,High,1.6,[]
TASK_0256,Data Structure and Algorithm 3,30,2026-04-17 17:50:09,Low,2.9,[]
TASK_0257,Introduction to Artificial Intelligence 2,60,2026-03-29 02:20:53,High,5.4,[]
TASK_0258,Physics Experiment 3,90,2026-04-04 12:22:07,High,4.2,[]
TASK_0259,Mobile App Development 2,180,2026-03-26 00:01:34,Medium,3.9,[]
TASK_0260,Philosophy Reading 3,30,2026-04-07 21:10:39,Low,7.0,[]
TASK_0261,Digital System 2,45,2026-03-30 13:56:13,High,1.9,[]
TASK_0262,Database 3,150,2026-04-12 01:06:59,Medium,6.8,[]
TASK_0263,Calculus I 2,90,2026-04-02 14:06:36,High,4.6,[]
TASK_0264,Calculus I 1,120,2026-04-07 14:21:46,Low,7.6,"['TASK_0114', 'TASK_0254', 'TASK_0030']"
TASK_0265,Calculus I 4,45,2026-04-15 06:11:48,Medium,3.2,"['TASK_0114', 'TASK_0168', 'TASK_0091']"
TASK_0266,Physics Experiment 4,60,2026-04-19 03:27:21,High,6.0,[]
TASK_0267,Calculus I 4,90,2026-04-20 05:39:05,Medium,9.3,[]
TASK_0268,Computer Architecture Lab 3,240,2026-04-13 23:46:05,Low,5.8,[]
TASK_0269,Physics Experiment 4,60,2026-04-20 10:34:30,Medium,3.8,[]
TASK_0270,Database 5,120,2026-04-19 13:52:54,Medium,5.3,[]
TASK_0271,Calculus I 1,120,2026-04-08 20:25:03,Low,4.3,[]
TASK_0272,Introduction to Artificial Intelligence 5,240,2026-04-13 11:41:41,High,2.0,[]
TASK_0273,Fundametal Programming 2,240,2026-04-03 01:48:57,Low,2.3,"['TASK_0050', 'TASK_0248', 'TASK_0119']"
TASK_0274,Philosophy Reading 2,150,2026-04-12 17:29:46,Medium,9.6,"['TASK_0250', 'TASK_0129']"
TASK_0275,Mobile App Development 1,150,2026-04-10 19:54:32,Low,2.6,"['TASK_0093', 'TASK_0101', 'TASK_0052']"
TASK_0276,Physics Experiment 4,45,2026-03-25 10:55:33,High,9.2,[]
TASK_0277,Physics Experiment 2,150,2026-03-30 03:52:11,High,4.7,[]
TASK_0278,Data Structure and Algorithm 5,30,2026-03-31 17:56:53,High,2.5,[]
TASK_0279,Physics Experiment 1,240,2026-04-21 04:25:05,High,8.2,['TASK_0210']
TASK_0280,Philosophy Reading 3,90,2026-03-27 08:42:47,Medium,1.7,['TASK_0148']
TASK_0281,Mobile App Development 2,120,2026-04-18 03:03:44,Medium,3.2,['TASK_0094']
TASK_0282,Introduction to Artificial Intelligence 4,45,2026-03-25 00:39:14,Medium,8.8,"['TASK_0108', 'TASK_0205']"
TASK_0283,Mobile App Development 4,120,2026-04-18 22:54:10,High,7.9,['TASK_0172']
TASK_0284,Fundametal Programming 2,60,2026-04-02 15:36:22,Medium,3.5,"['TASK_0054', 'TASK_0106']"
TASK_0285,Computer Architecture Lab 3,240,2026-03-28 02:55:05,Low,6.1,[]
TASK_0286,Mobile App Development 5,45,2026-04-10 05:36:25,Medium,4.5,"['TASK_0070', 'TASK_0084', 'TASK_0107']"
TASK_0287,Physics Experiment 1,30,2026-03-28 10:39:28,Medium,8.8,[]
TASK_0288,Computer Architecture Lab 3,30,2026-04-18 06:18:07,Low,1.7,[]
TASK_0289,Physics Experiment 5,30,2026-04-16 02:57:00,High,7.5,[]
TASK_0290,Philosophy Reading 4,120,2026-04-07 07:35:43,Low,4.8,"['TASK_0088', 'TASK_0099', 'TASK_0001']"
TASK_0291,Mobile App Development 1,30,2026-04-16 12:11:15,High,8.3,[]
TASK_0292,Mobile App Development 3,90,2026-03-31 02:34:45,High,6.9,[]
TASK_0293,Fundametal Programming 1,30,2026-03-29 20:15:39,High,4.7,[]
TASK_0294,Digital System 4,60,2026-04-10 17:33:15,Low,5.2,[]
TASK_0295,Fundametal Programming 5,240,2026-04-16 14:50:47,Medium,6.2,"['TASK_0236', 'TASK_0128']"
TASK_0296,Database 5,90,2026-04-01 07:37:21,Medium,9.5,"['TASK_0185', 'TASK_0264', 'TASK_0036']"
TASK_0297,Calculus I 3,30,2026-04-12 13:50:23,Medium,4.4,[]
TASK_0298,Introduction to Artificial Intelligence 1,240,2026-04-15 16:26:10,Low,2.3,[]
TASK_0299,Database 5,30,2026-04-06 03:07:57,High,1.8,"['TASK_0262', 'TASK_0176']"
TASK_0300,Fundametal Programming 3,30,2026-04-18 06:18:34,Low,5.2,"['TASK_0256', 'TASK_0219']"
TASK_0301,Computer Architecture Lab 1,150,2026-03-28 23:48:49,Medium,6.8,[]
TASK_0302,Mobile App Development 1,180,2026-04-15 10:24:57,Low,1.2,[]
TASK_0303,Digital System 3,180,2026-04-23 15:53:47,High,6.0,"['TASK_0084', 'TASK_0147', 'TASK_0217']"
TASK_0304,Introduction to Artificial Intelligence 5,30,2026-04-06 04:03:24,High,2.5,[]
TASK_0305,Data Structure and Algorithm 3,60,2026-03-27 17:01:32,High,8.1,[]
TASK_0306,Philosophy Reading 1,30,2026-04-22 21:06:20,Medium,4.0,[]
TASK_0307,Physics Experiment 2,150,2026-04-22 06:47:48,Medium,3.1,[]
TASK_0308,Calculus I 5,60,2026-04-03 02:54:49,Low,7.9,"['TASK_0236', 'TASK_0004']"
TASK_0309,Data Structure and Algorithm 2,120,2026-03-25 12:37:38,Medium,7.7,[]
TASK_0310,Fundametal Programming 3,150,2026-04-20 18:42:05,High,2.3,[]
TASK_0311,Physics Experiment 4,45,2026-04-21 22:54:30,Low,9.3,[]
TASK_0312,Introduction to Artificial Intelligence 3,150,2026-04-02 20:53:13,Medium,2.5,['TASK_0285']
TASK_0313,Introduction to Artificial Intelligence 3,90,2026-04-17 11:53:43,Low,2.3,[]
TASK_0314,Introduction to Artificial Intelligence 2,60,2026-04-12 02:08:42,Low,6.1,['TASK_0122']
TASK_0315,Data Structure and Algorithm 1,240,2026-04-21 08:49:12,Low,2.5,[]
TASK_0316,Physics Experiment 3,60,2026-03-31 07:33:34,Medium,2.1,[]
TASK_0317,Data Structure and Algorithm 1,120,2026-04-02 15:26:34,Low,8.8,[]
TASK_0318,Database 2,150,2026-03-25 12:19:14,High,4.7,[]
TASK_0319,Physics Experiment 5,180,2026-04-07 17:17:50,Medium,6.3,['TASK_0064']
TASK_0320,Physics Experiment 3,60,2026-04-15 01:20:18,Medium,3.3,"['TASK_0027', 'TASK_0248']"
TASK_0321,Introduction to Artificial Intelligence 1,150,2026-04-10 23:12:38,Low,8.7,[]
TASK_0322,Introduction to Artificial Intelligence 3,60,2026-04-17 09:41:25,High,8.3,[]
TASK_0323,Digital System 2,60,2026-04-14 17:44:57,Medium,1.4,[]
TASK_0324,Physics Experiment 4,45,2026-03-29 12:03:43,Medium,7.3,[]
TASK_0325,Digital System 1,30,2026-04-08 18:17:07,High,9.9,"['TASK_0027', 'TASK_0055', 'TASK_0070']"
TASK_0326,Physics Experiment 5,45,2026-04-02 17:07:52,Low,2.3,"['TASK_0070', 'TASK_0249']"
TASK_0327,Calculus I 3,90,2026-04-16 09:23:08,High,3.8,['TASK_0108']
TASK_0328,Mobile App Development 1,30,2026-03-31 08:58:12,Medium,3.1,[]
TASK_0329,Digital System 4,240,2026-04-08 02:33:35,Low,2.2,[]
TASK_0330,Calculus I 4,30,2026-04-01 03:30:50,High,1.5,[]
TASK_0331,Digital System 2,120,2026-04-03 16:25:46,High,2.0,[]
TASK_0332,Data Structure and Algorithm 5,30,2026-04-02 04:04:20,Low,9.9,"['TASK_0143', 'TASK_0091', 'TASK_0274']"
TASK_0333,Calculus I 3,45,2026-04-15 19:34:23,High,1.2,['TASK_0137']
TASK_0334,Database 2,30,2026-04-14 08:01:34,Low,5.4,"['TASK_0077', 'TASK_0188']"
TASK_0335,Fundametal Programming 3,60,2026-03-31 20:30:36,Low,9.4,[]
TASK_0336,Computer Architecture Lab 5,45,2026-04-08 04:02:24,Medium,9.6,"['TASK_0205', 'TASK_0193', 'TASK_0213']"
TASK_0337,Fundametal Programming 1,120,2026-04-21 06:44:41,Low,4.6,['TASK_0302']
TASK_0338,Introduction to Artificial Intelligence 2,30,2026-04-21 22:34:38,Medium,6.7,[]
TASK_0339,Philosophy Reading 4,240,2026-03-29 01:45:31,High,1.8,"['TASK_0018', 'TASK_0012', 'TASK_0003']"
TASK_0340,Calculus I 3,60,2026-04-15 15:52:26,Low,4.7,[]
TASK_0341,Computer Architecture Lab 1,90,2026-03-28 03:31:55,Low,6.7,"['TASK_0139', 'TASK_0137']"
TASK_0342,Digital System 2,240,2026-04-21 21:16:15,Medium,1.5,[]
TASK_0343,Digital System 5,180,2026-04-04 01:40:20,Low,9.3,['TASK_0191']
TASK_0344,Mobile App Development 4,240,2026-04-07 12:34:59,High,5.9,[]
TASK_0345,Digital System 3,45,2026-04-20 08:21:30,Low,5.0,[]
TASK_0346,Introduction to Artificial Intelligence 1,240,2026-03-28 13:07:13,Low,9.3,"['TASK_0194', 'TASK_0071', 'TASK_0073']"
TASK_0347,Database 3,60,2026-04-13 09:53:33,Low,3.0,"['TASK_0182', 'TASK_0107']"
TASK_0348,Computer Architecture Lab 1,45,2026-03-26 00:59:38,High,5.5,['TASK_0097']
TASK_0349,Fundametal Programming 4,120,2026-04-04 10:58:40,High,8.6,[]
TASK_0350,Data Structure and Algorithm 2,60,2026-04-21 04:28:47,Medium,1.6,"['TASK_0048', 'TASK_0032', 'TASK_0174']"
TASK_0351,Mobile App Development 4,30,2026-04-12 07:07:58,Low,8.1,"['TASK_0338', 'TASK_0044', 'TASK_0005']"
TASK_0352,Database 4,120,2026-03-30 06:42:07,Low,2.9,[]
TASK_0353,Digital System 2,30,2026-04-10 22:13:00,Medium,9.6,[]
TASK_0354,Introduction to Artificial Intelligence 5,150,2026-04-22 15:03:16,High,7.1,[]
TASK_0355,Digital System 5,150,2026-04-19 01:02:55,Low,7.4,[]
TASK_0356,Database 2,60,2026-04-06 09:41:09,Medium,8.3,[]
TASK_0357,Introduction to Artificial Intelligence 4,180,2026-04-18 19:55:07,Low,4.3,[]
TASK_0358,Computer Architecture Lab 1,150,2026-04-03 17:05:32,Medium,7.8,"['TASK_0263', 'TASK_0137']"
TASK_0359,Calculus I 2,60,2026-04-02 05:25:14,Low,3.8,"['TASK_0305', 'TASK_0027']"
TASK_0360,Data Structure and Algorithm 2,60,2026-04-20 00:54:01,Low,7.7,[]
TASK_0361,Physics Experiment 1,150,2026-03-29 01:15:44,Medium,1.4,[]
TASK_0362,Computer Architecture Lab 4,90,2026-04-19 10:10:27,Medium,8.1,[]
TASK_0363,Computer Architecture Lab 4,45,2026-04-16 23:35:38,Medium,1.3,[]
TASK_0364,Mobile App Development 3,60,2026-04-11 13:53:01,Medium,7.4,[]
TASK_0365,Fundametal Programming 3,90,2026-04-02 22:07:32,Medium,1.2,[]
TASK_0366,Digital System 2,240,2026-03-30 03:04:21,Low,3.5,"['TASK_0356', 'TASK_0131', 'TASK_0195']"
TASK_0367,Physics Experiment 2,150,2026-04-06 06:45:59,Medium,2.3,[]
TASK_0368,Fundametal Programming 2,30,2026-03-28 17:47:13,Low,7.6,['TASK_0186']
TASK_0369,Database 1,60,2026-04-06 23:25:57,Medium,6.0,['TASK_0163']
TASK_0370,Physics Experiment 4,240,2026-03-26 14:46:43,Low,9.9,"['TASK_0357', 'TASK_0013', 'TASK_0043']"
TASK_0371,Mobile App Development 5,180,2026-03-30 01:40:21,Low,8.0,[]
TASK_0372,Introduction to Artificial Intelligence 3,240,2026-04-22 08:41:16,High,9.3,[]
TASK_0373,Philosophy Reading 1,45,2026-04-01 04:36:46,Medium,5.4,[]
TASK_0374,Digital System 3,180,2026-04-08 03:35:59,Low,8.6,[]
TASK_0375,Introduction to Artificial Intelligence 2,90,2026-04-14 21:31:56,Medium,2.5,"['TASK_0299', 'TASK_0310']"
TASK_0376,Calculus I 2,120,2026-04-07 13:47:20,Medium,7.1,[]
TASK_0377,Physics Experiment 3,180,2026-04-16 09:05:34,Medium,6.3,"['TASK_0215', 'TASK_0045', 'TASK_0336']"
TASK_0378,Physics Experiment 2,240,2026-03-31 09:32:06,High,9.5,['TASK_0194']
TASK_0379,Mobile App Development 5,180,2026-04-10 20:01:36,High,3.2,[]
TASK_0380,Fundametal Programming 5,240,2026-04-15 09:23:06,Medium,5.5,[]
TASK_0381,Data Structure and Algorithm 4,45,2026-04-17 15:41:22,Low,7.8,"['TASK_0003', 'TASK_0322', 'TASK_0139']"
TASK_0382,Introduction to Artificial Intelligence 4,180,2026-03-31 05:10:20,High,7.6,[]
TASK_0383,Data Structure and Algorithm 5,150,2026-04-06 23:24:17,High,2.3,[]
TASK_0384,Physics Experiment 5,45,2026-04-10 16:10:15,High,6.6,[]
TASK_0385,Calculus I 2,120,2026-04-20 15:14:26,High,1.8,[]
TASK_0386,Physics Experiment 5,150,2026-04-09 06:50:44,High,8.8,"['TASK_0095', 'TASK_0180', 'TASK_0025']"
TASK_0387,Digital System 3,120,2026-04-06 10:11:09,Low,2.6,[]
TASK_0388,Philosophy Reading 3,60,2026-04-21 05:29:07,Low,3.1,[]
TASK_0389,Calculus I 4,240,2026-04-23 09:17:13,Medium,1.5,[]
TASK_0390,Physics Experiment 4,120,2026-04-10 17:11:21,Medium,4.6,"['TASK_0018', 'TASK_0108']"
TASK_0391,Database 3,90,2026-04-17 23:25:06,Low,2.8,"['TASK_0169', 'TASK_0172', 'TASK_0369']"
TASK_0392,Digital System 2,45,2026-04-04 20:58:57,Low,4.0,"['TASK_0304', 'TASK_0117', 'TASK_0230']"
TASK_0393,Physics Experiment 1,30,2026-04-13 08:35:06,Medium,1.1,"['TASK_0234', 'TASK_0057', 'TASK_0142']"
TASK_0394,Database 2,240,2026-04-12 00:18:49,Medium,9.2,"['TASK_0135', 'TASK_0347', 'TASK_0323']"
TASK_0395,Philosophy Reading 2,60,2026-04-12 05:21:55,Low,2.6,[]
TASK_0396,Database 2,30,2026-04-07 09:30:26,High,3.8,"['TASK_0362', 'TASK_0241']"
TASK_0397,Mobile App Development 5,90,2026-03-27 11:21:58,High,9.7,[]
TASK_0398,Philosophy Reading 5,240,2026-03-29 12:52:17,High,1.3,['TASK_0131']
TASK_0399,Database 4,150,2026-04-19 00:59:25,Medium,6.4,[]
TASK_0400,Introduction to Artificial Intelligence 1,120,2026-04-08 21:40:49,High,8.8,[]
TASK_0401,Physics Experiment 3,60,2026-04-04 23:33:50,Medium,4.5,[]
TASK_0402,Mobile App Development 3,60,2026-04-09 02:59:24,Medium,6.6,[]
TASK_0403,Physics Experiment 3,45,2026-04-06 11:35:31,High,5.1,['TASK_0036']
TASK_0404,Physics Experiment 2,90,2026-04-15 04:26:29,Low,2.6,[]
TASK_0405,Mobile App Development 5,60,2026-03-27 21:47:28,Low,3.6,[]
TASK_0406,Calculus I 5,240,2026-04-16 04:24:17,Low,1.7,[]
TASK_0407,Calculus I 3,120,2026-03-27 04:18:10,Low,4.6,[]
TASK_0408,Philosophy Reading 1,120,2026-04-16 03:38:24,Medium,1.9,[]
TASK_0409,Computer Architecture Lab 4,90,2026-04-09 19:03:20,Medium,1.4,[]
TASK_0410,Philosophy Reading 5,180,2026-04-09 05:33:36,High,7.7,"['TASK_0382', 'TASK_0287']"
TASK_0411,Fundametal Programming 2,60,2026-04-07 16:56:59,High,4.7,[]
TASK_0412,Physics Experiment 3,45,2026-03-27 07:04:00,High,7.5,[]
TASK_0413,Fundametal Programming 4,90,2026-03-26 22:01:27,Medium,8.2,[]
TASK_0414,Digital System 1,180,2026-03-29 09:22:33,Low,8.4,[]
TASK_0415,Calculus I 3,30,2026-04-08 09:16:15,Medium,5.6,[]
TASK_0416,Computer Architecture Lab 5,150,2026-04-12 00:05:33,Low,4.2,[]
TASK_0417,Philosophy Reading 1,180,2026-04-08 03:41:16,High,8.3,['TASK_0271']
TASK_0418,Fundametal Programming 4,30,2026-03-26 23:00:29,High,7.8,[]
TASK_0419,Philosophy Reading 3,150,2026-04-12 12:11:17,Low,2.3,[]
TASK_0420,Calculus I 4,240,2026-04-19 04:59:15,Low,3.7,[]
TASK_0421,Fundametal Programming 3,120,2026-04-09 18:30:18,Low,6.0,[]
TASK_0422,Data Structure and Algorithm 4,240,2026-04-11 05:09:35,High,4.7,[]
TASK_0423,Digital System 4,240,2026-04-10 01:01:24,Medium,2.9,[]
TASK_0424,Introduction to Artificial Intelligence 3,180,2026-03-30 22:40:42,Medium,2.9,"['TASK_0033', 'TASK_0225', 'TASK_0274']"
TASK_0425,Data Structure and Algorithm 4,45,2026-04-02 19:07:33,Medium,4.8,['TASK_0140']
TASK_0426,Fundametal Programming 2,30,2026-04-02 14:20:19,Low,5.6,[]
TASK_0427,Introduction to Artificial Intelligence 1,180,2026-03-30 00:05:56,High,2.1,"['TASK_0258', 'TASK_0381']"
TASK_0428,Database 3,30,2026-04-07 15:22:43,Medium,9.4,[]
TASK_0429,Data Structure and Algorithm 4,240,2026-04-06 11:23:09,Medium,8.3,['TASK_0369']
TASK_0430,Data Structure and Algorithm 4,180,2026-03-27 22:00:18,Medium,6.4,[]
TASK_0431,Digital System 1,150,2026-03-30 17:24:11,High,4.9,[]
TASK_0432,Calculus I 1,45,2026-04-12 17:49:29,Medium,7.2,"['TASK_0103', 'TASK_0135']"
TASK_0433,Mobile App Development 2,240,2026-03-31 12:26:38,High,9.4,['TASK_0262']
TASK_0434,Fundametal Programming 1,30,2026-03-28 17:56:16,High,2.1,[]
TASK_0435,Computer Architecture Lab 2,120,2026-04-07 16:53:38,Medium,2.1,[]
TASK_0436,Fundametal Programming 2,150,2026-03-25 04:29:38,Medium,6.2,[]
TASK_0437,Philosophy Reading 2,45,2026-03-29 22:04:48,High,8.0,[]
TASK_0438,Calculus I 1,240,2026-04-07 17:28:04,Medium,1.8,[]
TASK_0439,Introduction to Artificial Intelligence 4,240,2026-04-21 20:12:59,High,8.1,[]
TASK_0440,Physics Experiment 1,30,2026-04-12 01:52:06,High,8.7,"['TASK_0191', 'TASK_0361']"
TASK_0441,Calculus I 5,60,2026-04-02 05:23:30,Medium,9.2,[]
TASK_0442,Calculus I 5,90,2026-04-06 20:04:58,Low,6.8,['TASK_0091']
TASK_0443,Physics Experiment 5,60,2026-03-29 05:18:25,Low,9.8,"['TASK_0200', 'TASK_0119']"
TASK_0444,Data Structure and Algorithm 1,240,2026-04-05 08:58:05,High,5.2,"['TASK_0215', 'TASK_0133']"
TASK_0445,Philosophy Reading 1,90,2026-04-19 11:42:44,Medium,4.1,[]
TASK_0446,Digital System 3,30,2026-04-10 16:01:29,Medium,3.2,[]
TASK_0447,Data Structure and Algorithm 2,120,2026-03-31 19:48:36,High,4.9,"['TASK_0432', 'TASK_0354', 'TASK_0004']"
TASK_0448,Digital System 3,30,2026-04-08 20:01:39,Medium,2.4,[]
TASK_0449,Philosophy Reading 2,120,2026-03-25 03:15:12,Low,5.7,[]
TASK_0450,Data Structure and Algorithm 1,45,2026-04-12 15:45:44,High,9.6,[]
TASK_0451,Physics Experiment 3,60,2026-04-19 03:27:36,Medium,5.8,[]
TASK_0452,Data Structure and Algorithm 4,240,2026-04-02 04:12:37,Low,7.6,"['TASK_0036', 'TASK_0413']"
TASK_0453,Mobile App Development 1,60,2026-04-05 08:17:34,Medium,2.7,[]
TASK_0454,Philosophy Reading 2,120,2026-04-02 22:43:03,High,7.3,[]
TASK_0455,Philosophy Reading 2,150,2026-03-26 01:24:19,Medium,5.0,['TASK_0227']
TASK_0456,Calculus I 1,120,2026-04-22 19:29:33,Low,2.9,[]
TASK_0457,Fundametal Programming 1,180,2026-03-31 06:10:16,Medium,9.7,"['TASK_0286', 'TASK_0076', 'TASK_0097']"
TASK_0458,Computer Architecture Lab 2,150,2026-04-08 18:24:42,Medium,8.2,[]
TASK_0459,Introduction to Artificial Intelligence 3,90,2026-04-05 20:38:16,Low,2.6,"['TASK_0204', 'TASK_0423']"
TASK_0460,Computer Architecture Lab 5,240,2026-03-27 03:46:15,Medium,7.4,"['TASK_0020', 'TASK_0041']"
TASK_0461,Computer Architecture Lab 1,90,2026-04-03 23:22:13,Low,4.0,[]
TASK_0462,Calculus I 3,180,2026-04-08 23:43:50,Low,4.9,[]
TASK_0463,Computer Architecture Lab 5,30,2026-03-31 02:33:41,Medium,9.6,['TASK_0402']
TASK_0464,Data Structure and Algorithm 5,30,2026-04-02 00:52:48,Low,4.1,[]
TASK_0465,Introduction to Artificial Intelligence 2,120,2026-04-11 15:32:11,Medium,3.3,[]
TASK_0466,Fundametal Programming 3,240,2026-04-17 04:43:47,Low,3.3,['TASK_0012']
TASK_0467,Introduction to Artificial Intelligence 5,30,2026-04-06 19:50:58,High,7.7,[]
TASK_0468,Philosophy Reading 1,60,2026-04-20 13:39:03,Low,7.0,"['TASK_0023', 'TASK_0060']"
TASK_0469,Introduction to Artificial Intelligence 3,30,2026-04-16 06:55:38,High,10.0,[]
TASK_0470,Calculus I 5,60,2026-04-03 16:47:16,Low,1.5,[]
TASK_0471,Data Structure and Algorithm 4,150,2026-03-26 06:31:19,High,9.4,"['TASK_0210', 'TASK_0403']"
TASK_0472,Physics Experiment 3,90,2026-04-19 23:39:31,High,2.2,[]
TASK_0473,Philosophy Reading 4,30,2026-04-19 06:03:46,Medium,1.9,[]
TASK_0474,Philosophy Reading 2,120,2026-04-16 04:52:28,Low,9.2,[]
TASK_0475,Computer Architecture Lab 3,120,2026-04-06 09:33:50,Medium,9.2,"['TASK_0178', 'TASK_0308']"
TASK_0476,Computer Architecture Lab 3,150,2026-03-31 05:41:57,Medium,3.1,[]
TASK_0477,Data Structure and Algorithm 3,60,2026-04-16 13:11:49,Medium,2.7,[]
TASK_0478,Philosophy Reading 1,180,2026-04-05 09:57:37,Low,6.6,[]
TASK_0479,Fundametal Programming 4,45,2026-04-20 15:35:03,Medium,9.4,[]
TASK_0480,Database 5,150,2026-04-03 19:59:46,Low,1.9,[]
TASK_0481,Introduction to Artificial Intelligence 2,180,2026-04-09 15:26:42,High,5.2,[]
TASK_0482,Fundametal Programming 1,45,2026-04-23 12:18:59,Medium,4.4,[]
TASK_0483,Data Structure and Algorithm 5,30,2026-03-29 03:57:47,Low,2.3,[]
TASK_0484,Physics Experiment 2,90,2026-04-06 11:02:41,Medium,3.0,[]
TASK_0485,Introduction to Artificial Intelligence 2,240,2026-04-01 02:14:34,Low,6.3,[]
TASK_0486,Fundametal Programming 3,120,2026-04-13 07:00:33,Low,2.9,['TASK_0326']
TASK_0487,Fundametal Programming 5,90,2026-04-16 09:44:41,Medium,6.5,[]
TASK_0488,Data Structure and Algorithm 3,240,2026-04-08 09:45:38,Low,5.3,[]
TASK_0489,Philosophy Reading 3,45,2026-04-14 18:11:43,Low,2.9,[]
TASK_0490,Calculus I 4,30,2026-03-27 11:28:59,High,1.9,[]
TASK_0491,Fundametal Programming 1,90,2026-04-22 21:23:31,Medium,4.5,[]
TASK_0492,Philosophy Reading 4,30,2026-04-14 21:26:46,Medium,6.4,[]
TASK_0493,Physics Experiment 1,240,2026-04-09 13:25:39,Low,9.3,[]
TASK_0494,Data Structure and Algorithm 5,120,2026-04-03 11:35:04,High,1.4,[]
TASK_0495,Digital System 4,240,2026-04-04 18:07:00,Low,9.3,['TASK_0231']
TASK_0496,Computer Architecture Lab 3,240,2026-03-27 07:12:47,Low,8.4,[]
TASK_0497,Data Structure and Algorithm 5,60,2026-04-17 10:22:41,High,8.7,[]
TASK_0498,Physics Experiment 3,150,2026-04-15 09:15:02,High,6.9,[]
TASK_0499,Digital System 1,120,2026-04-04 08:44:08,High,9.9,['TASK_0024']
TASK_0500,Physics Experiment 1,180,2026-03-27 13:22:55,Low,2.1,[]
